3	0.000
8	0.922
13	0.030
18	0.471
27	0.901
32	0.972
36	0.912
44	0.000
49	0.999
52	0.782
56	0.627
59	1.000
46	0.303
66	0.430
47	0.741
71	0.523
76	0.011
79	1.000
83	0.000
43	0.459
87	0.007
91	0.755
97	0.883
99	1.000
104	0.954
108	1.000
110	0.673
115	0.818
121	0.084
111	0.930
127	0.260
129	0.993
125	0.000
90	0.821
141	0.000
126	0.496
142	0.455
144	0.101
150	0.993
89	0.004
19	0.971
136	0.002
119	1.000
172	1.000
178	0.007
179	0.700
183	0.001
185	1.000
148	0.999
190	0.000
193	0.676
202	1.000
205	0.999
114	0.249
86	0.240
210	0.989
216	0.952
226	0.023
174	0.214
238	0.054
245	0.000
7	0.491
250	0.155
256	0.367
261	0.954
224	0.999
84	0.000
268	0.128
257	1.000
273	0.615
274	0.408
276	0.999
31	0.077
231	0.882
281	0.000
288	0.056
292	0.540
293	0.000
294	0.000
298	0.974
304	0.000
308	0.976
195	0.795
313	0.499
315	1.000
137	1.000
323	1.000
10	0.831
258	0.050
299	0.516
339	0.844
341	1.000
166	0.001
135	0.001
347	1.000
355	0.998
329	0.538
88	0.826
359	0.000
289	0.444
364	0.807
113	0.591
370	0.143
374	0.994
377	0.406
38	0.059
380	0.397
385	0.740
387	0.043
393	0.747
204	0.001
212	0.870
282	0.999
411	0.302
357	0.222
416	0.000
417	0.070
122	1.000
423	0.326
223	0.341
429	0.575
433	1.000
440	0.927
446	0.959
449	1.000
450	0.989
458	0.071
441	1.000
467	0.991
470	0.975
474	0.082
283	0.788
482	0.000
486	0.010
488	1.000
490	0.318
94	0.298
493	1.000
496	0.025
504	0.998
451	0.013
507	0.000
514	0.001
515	0.051
518	0.331
520	0.074
524	1.000
499	0.009
529	1.000
531	1.000
534	0.965
513	0.983
539	1.000
542	0.001
547	0.997
103	0.699
549	0.935
552	0.319
555	1.000
512	0.000
567	1.000
117	0.759
575	0.901
564	0.998
586	0.993
592	1.000
412	1.000
617	1.000
621	0.926
624	0.937
626	0.993
630	1.000
130	0.729
495	1.000
638	0.990
641	0.047
613	0.031
648	0.334
650	1.000
651	0.011
601	1.000
658	0.002
664	0.757
523	1.000
657	1.000
676	0.669
227	0.032
683	0.868
692	0.063
698	0.995
704	0.997
713	1.000
573	1.000
717	0.007
718	0.002
719	0.596
694	0.020
728	1.000
737	1.000
221	0.060
743	0.000
746	0.742
609	0.896
749	0.739
751	1.000
753	1.000
754	0.966
757	0.153
509	0.002
764	0.992
765	1.000
16	0.868
767	0.000
771	0.001
712	0.969
772	0.867
777	0.997
780	0.000
784	0.982
787	0.782
680	0.270
331	0.986
806	0.968
808	1.000
812	1.000
543	0.008
823	0.042
827	0.798
569	0.642
836	0.000
731	0.000
844	0.001
847	0.000
850	0.000
854	0.150
856	0.998
860	0.972
405	0.003
869	0.160
873	1.000
682	1.000
878	0.999
725	0.009
882	0.980
887	1.000
892	1.000
872	1.000
899	0.104
901	0.997
576	0.001
908	1.000
876	0.905
912	1.000
207	0.874
931	0.575
932	0.998
934	0.978
815	0.003
940	0.993
941	0.000
953	0.052
958	0.000
960	1.000
961	1.000
830	0.173
653	0.177
107	0.237
979	1.000
982	1.000
985	0.189
988	0.931
995	1.000
999	0.775
906	0.699
487	0.535
208	0.021
675	0.001
603	0.516
1023	0.720
1024	0.000
1033	0.907
1018	0.000
1038	0.464
1041	1.000
1044	0.301
1046	0.978
1050	1.000
1053	1.000
983	0.998
1060	0.010
1065	0.160
1068	1.000
267	1.000
1081	0.470
1084	0.946
1089	0.014
1027	1.000
1097	0.845
1100	0.691
1101	0.982
1103	0.234
1104	0.999
817	0.881
1108	0.742
468	0.903
1113	1.000
1115	0.001
1117	0.020
1121	0.145
434	0.914
1133	0.002
1135	0.008
1141	0.000
1147	0.000
1150	0.593
1157	0.000
1158	1.000
1161	0.203
1165	1.000
1166	1.000
669	0.185
1175	0.241
1176	1.000
1181	0.155
1185	1.000
786	0.003
1196	0.094
1198	0.118
1201	1.000
1205	1.000
1207	0.000
1215	0.019
1217	0.264
1221	1.000
1123	1.000
65	0.001
1226	1.000
1229	1.000
1199	1.000
1231	0.087
1238	0.825
1241	1.000
1243	0.524
1245	0.283
1247	0.995
382	1.000
1252	1.000
53	1.000
1255	1.000
192	0.193
133	0.472
1261	0.093
236	0.000
1269	0.975
1270	0.993
1272	0.916
1274	0.199
1280	1.000
1282	0.583
1283	0.974
1293	0.997
1295	0.813
828	0.024
1299	1.000
1301	1.000
1303	0.722
1289	0.220
264	0.913
1314	0.999
1268	0.975
1277	0.000
1327	1.000
1331	0.000
1321	0.761
1342	0.013
1064	0.593
1345	0.009
1348	1.000
1296	1.000
1337	0.036
1302	0.131
1311	1.000
1357	0.001
1306	1.000
1363	0.048
1305	0.827
1372	0.013
1377	0.559
1380	0.826
1318	0.000
1365	0.000
1278	0.999
1386	0.934
1387	0.940
1390	0.000
1309	0.344
1393	1.000
1397	1.000
1400	0.009
1401	0.746
1395	1.000
1325	0.863
1408	0.223
1422	0.075
1426	0.926
1432	0.992
1434	0.900
1441	0.956
1445	0.247
1454	0.676
1458	1.000
1459	0.218
1461	0.879
1463	0.727
1469	0.123
1473	0.998
471	1.000
1478	0.083
1481	0.982
1485	0.000
1488	0.719
1490	1.000
1493	0.736
1498	0.251
1499	0.709
1447	0.999
93	0.068
1511	0.952
1520	0.999
1430	0.654
1523	1.000
1534	0.217
1540	0.000
1549	1.000
1480	0.952
1457	1.000
516	0.577
1555	1.000
1528	0.637
1482	0.311
1561	0.000
1562	0.425
1567	1.000
1571	0.999
1580	0.560
1585	0.043
1560	0.043
1593	1.000
1599	0.000
1605	0.000
1608	0.000
1610	1.000
1577	0.000
1613	0.001
1627	0.009
1632	0.000
1639	0.610
1647	0.671
1660	0.021
570	0.857
1591	0.801
1550	0.943
1669	0.332
1471	0.003
1675	1.000
805	0.009
1679	0.000
1682	0.912
1684	0.000
1686	0.002
1676	1.000
1537	0.000
1696	0.002
1700	1.000
1702	0.010
1704	0.065
1707	0.030
1622	0.001
1712	0.087
1715	1.000
1717	1.000
1720	1.000
1723	0.306
1728	1.000
1663	0.000
1739	0.556
1744	0.024
1747	1.000
1533	0.071
1754	1.000
1635	0.004
1706	1.000
744	0.008
1768	0.380
1771	0.001
1678	1.000
1780	0.907
1784	0.003
566	0.164
1796	0.382
1735	0.399
1801	0.002
1803	0.002
1584	0.004
1807	0.998
1718	0.188
1810	0.949
1814	0.534
1821	0.949
1652	0.504
1827	0.000
1828	1.000
322	0.000
1832	0.256
1834	1.000
1837	0.005
1727	0.984
1843	0.985
1846	1.000
1629	0.609
1856	0.273
1595	0.005
109	0.000
1863	0.327
1628	1.000
1871	0.338
1873	0.213
1874	1.000
1878	0.998
1880	0.048
1883	0.985
1885	0.001
1757	0.000
1865	0.975
1892	1.000
1897	1.000
1745	0.379
1903	0.655
1922	0.978
1673	0.013
1655	0.002
1930	0.678
1934	0.001
1908	1.000
1849	1.000
925	0.740
1943	0.971
1950	0.976
1955	0.000
1899	0.045
1961	0.783
1709	1.000
1968	0.927
1971	0.273
1975	0.640
1977	1.000
1985	0.202
1588	1.000
1993	0.996
218	0.457
2007	0.848
2010	1.000
2013	1.000
2016	0.979
1990	0.003
2001	0.891
2015	1.000
2031	1.000
2033	0.016
2036	0.006
2038	0.267
2039	0.015
2042	0.680
2046	1.000
1981	0.361
2050	0.840
2053	1.000
2064	1.000
1877	0.873
2071	0.002
2072	0.022
2077	0.000
2081	0.005
1774	1.000
2095	1.000
2101	0.403
2103	0.141
1573	1.000
2107	0.982
2110	0.000
2121	0.996
1460	0.992
2126	1.000
2017	0.317
2131	0.000
2020	0.123
2003	1.000
2141	0.064
2144	0.525
2149	1.000
2154	1.000
2158	0.009
756	0.681
853	0.137
2172	0.956
2176	0.994
2182	0.989
2181	0.184
2186	1.000
2195	0.946
2198	0.036
2207	0.993
1424	1.000
2058	0.000
2213	0.501
2216	1.000
2085	0.480
2221	1.000
2223	1.000
2180	0.028
2212	0.083
2241	1.000
2243	0.999
2250	0.999
2254	0.003
2263	0.994
2267	0.283
1817	0.647
2270	0.000
2272	0.932
2275	1.000
2276	0.005
459	0.498
2283	0.724
883	0.069
2295	0.562
2299	0.532
2301	0.997
2307	0.623
2310	0.824
2302	0.992
2294	0.790
1028	0.169
2319	0.094
2164	1.000
2327	0.958
2315	0.924
2305	1.000
2339	1.000
2343	0.622
2329	0.948
2349	0.202
2262	0.001
2356	0.542
2359	1.000
2362	0.039
2375	1.000
2377	1.000
2384	1.000
2391	1.000
2393	0.292
2401	0.020
2403	0.213
2406	1.000
2407	0.067
2409	0.616
2413	1.000
2416	0.000
2422	0.000
2427	1.000
2430	0.664
2437	1.000
2404	0.554
816	1.000
2445	1.000
2438	0.817
2454	1.000
2457	0.887
2462	0.000
2465	0.060
2468	1.000
2477	0.771
2463	0.234
2485	0.952
690	0.506
769	0.750
2492	1.000
318	0.845
2500	0.000
1906	1.000
2513	0.042
1982	0.509
2481	1.000
2300	0.986
2346	0.030
2452	1.000
2536	0.266
2538	0.997
2541	0.070
2544	0.415
797	0.844
2220	1.000
2551	0.999
2325	1.000
2555	0.999
2279	0.999
1806	0.044
2032	0.527
2567	0.980
2569	0.033
2572	0.997
2578	0.216
2582	0.153
2568	0.679
511	0.006
2593	0.000
2596	0.136
2598	0.671
2600	0.539
2606	1.000
2570	1.000
2608	0.999
2602	1.000
2617	1.000
2620	0.000
2622	1.000
2626	1.000
2629	1.000
1091	1.000
2635	0.991
2607	0.524
2639	0.777
2642	0.002
2644	1.000
2577	0.983
2648	0.963
2658	0.999
2660	1.000
2605	1.000
2665	0.948
2669	0.686
2673	0.883
2675	0.881
2686	1.000
2689	1.000
2696	0.997
2699	0.007
2703	1.000
2705	1.000
2710	1.000
2700	0.753
2717	0.003
2720	0.132
2722	0.968
2727	0.018
2730	0.117
2733	0.990
2737	0.002
2741	0.460
2746	0.001
548	0.505
2716	0.352
2755	0.000
2759	0.068
2762	1.000
2763	0.982
2756	0.914
2770	0.345
2751	0.198
2776	1.000
2781	0.048
2788	0.976
2785	0.595
2794	0.426
2585	0.766
2806	1.000
2808	0.750
2811	0.018
2812	0.646
2816	1.000
2818	0.741
2809	0.003
2830	0.075
2833	1.000
2835	0.032
2843	1.000
1448	0.500
2852	0.808
1875	0.676
2859	1.000
2861	1.000
2863	1.000
2867	0.959
2871	1.000
2872	1.000
2875	0.746
829	0.585
351	0.000
2883	0.920
2886	1.000
254	0.500
2893	1.000
2896	1.000
2902	1.000
2904	0.874
2908	1.000
2913	1.000
2917	0.001
2918	1.000
2920	0.982
2923	0.999
2926	0.999
2927	0.960
2931	0.121
2940	1.000
2946	0.965
2949	0.991
2956	1.000
2930	0.452
2959	0.863
2964	1.000
2973	0.938
2979	1.000
2983	0.944
2986	1.000
2961	1.000
2992	0.996
2925	0.136
2934	0.968
3003	1.000
3004	0.524
3014	0.983
3016	1.000
2996	1.000
3021	0.998
3027	0.983
3029	0.513
2948	0.237
2935	0.040
3038	0.706
3048	1.000
2921	0.904
3055	0.984
3058	0.000
3061	1.000
2953	0.674
3065	1.000
3024	0.669
3071	0.831
2988	0.879
2950	0.132
3017	0.020
3080	0.996
3083	1.000
2954	1.000
3085	0.084
3070	1.000
3089	1.000
3092	0.048
2963	0.935
3084	0.108
3106	1.000
3108	0.235
3110	0.687
3120	1.000
3122	0.047
3011	0.993
3125	0.063
3012	0.557
3131	0.695
3136	0.098
3138	0.982
3146	0.705
3134	0.995
3149	0.972
3150	0.797
2651	1.000
3010	1.000
3154	0.062
3155	0.001
3157	1.000
3165	1.000
3168	1.000
3173	0.573
3177	1.000
3182	0.842
3180	0.980
3187	0.410
3194	1.000
3197	0.824
3202	0.977
3199	0.980
3205	1.000
3209	1.000
3214	1.000
263	0.999
0	0.644
3224	0.846
3222	0.005
3227	0.862
3239	0.982
3244	1.000
3249	1.000
3255	1.000
3256	0.033
480	0.346
3263	0.671
3267	1.000
3270	0.706
3273	1.000
3279	0.106
3283	0.897
3287	0.193
3289	1.000
3290	0.995
3297	0.003
3301	1.000
3303	0.955
3309	1.000
3310	1.000
3316	1.000
3324	0.000
3329	1.000
3333	1.000
3336	0.122
3339	0.111
3340	0.730
3343	0.603
3345	1.000
3348	0.995
3353	0.465
3357	0.812
3362	1.000
3365	0.593
3368	0.998
3373	0.947
3378	0.675
3382	0.553
3359	0.775
3388	0.018
3380	0.135
3393	1.000
3395	0.997
3398	0.000
3400	0.969
3405	0.587
3409	0.350
942	1.000
3411	1.000
3356	0.780
3166	0.805
3367	1.000
3387	0.946
