user_id,0
6495364288,1
2615003320,2
1668285003,3
2868217834,4
2607009631,5
6192549805,6
5974550036,7
3607061445,8
1649173367,9
7336692475,10
3918819923,11
6337614800,12
6732567098,13
6438653459,14
5938783327,15
6707534711,16
6384513781,17
1905869097,18
5607463428,19
3950203049,20
6032980231,21
5675052794,22
3231142962,23
2895759815,24
6713346739,25
6578313550,26
6668764914,27
7026414872,28
3193518964,29
2417139911,30
6708872220,31
3993687034,32
5746655963,33
5529911596,34
7529223516,35
6036547322,36
2304992585,37
6732868913,38
3107297627,39
1001352795,40
7428258863,41
6732817734,42
1454608051,43
5288452391,44
2659449161,45
5177924566,46
2887005033,47
6727375963,48
1595702533,49
6105907884,50
6720973918,51
6455614847,52
3048419121,53
2012536357,54
1627336642,55
2968198787,56
1662070411,57
6649690863,58
6333910642,59
5571788935,60
1826414765,61
2043570402,62
1833866137,63
6361277289,64
6659851874,65
7010101264,66
7376253759,67
5796738695,68
1931520591,69
2008829440,70
3083328161,71
5708809455,72
6401074009,73
7366530932,74
1592667013,75
3867459975,76
2058941954,77
2864590902,78
5295591890,79
5670900620,80
5640881691,81
5591308052,82
6353212224,83
5860486647,84
2642237311,85
6074777276,86
1020248861,87
5867749345,88
6427059287,89
6567882961,90
6768310355,91
7023452964,92
5888999785,93
5666281990,94
5263916137,95
2557081252,96
6362196282,97
6311059075,98
1465727837,99
6037172539,100
1826296674,101
6255546458,102
5498641964,103
6227932518,104
5106932663,105
2185385370,106
3942123394,107
5568797265,108
2281351303,109
6639332046,110
5136454412,111
1650414555,112
3921255030,113
1910440104,114
3349909324,115
1699540307,116
1564412010,117
5417081661,118
2500494727,119
7193382684,120
5343861118,121
5499190287,122
2533837991,123
2286908003,124
5515313361,125
5404208316,126
2309097587,127
6313846356,128
6558272203,129
6297145134,130
5639573479,131
5558609083,132
6439762347,133
2243811622,134
1682741137,135
5623336247,136
5745052804,137
6836865414,138
5794984371,139
3259726162,140
5603140579,141
5800220410,142
1439662680,143
5997125380,144
7196843030,145
5334140619,146
6635750699,147
3947511280,148
2354598894,149
5215227800,150
6539443742,151
6312978303,152
7359304924,153
5165272897,154
5261391343,155
1772587484,156
5632481067,157
1783509147,158
6319078651,159
1218393575,160
1768819600,161
6197804630,162
7280079987,163
5864845132,164
6421122585,165
6161173518,166
5509745262,167
3752850684,168
5260816354,169
3625670794,170
3515426254,171
5825711141,172
6421122518,173
3128968321,174
2856673154,175
5080946371,176
5271208515,177
6010869113,178
5829257406,179
2159760483,180
5504573399,181
5682379973,182
1630482615,183
6560802143,184
1584361232,185
5674534806,186
7353700438,187
5854444982,188
6925363845,189
5324477933,190
6178973508,191
7290333710,192
7294354485,193
5507984724,194
5268375492,195
1622156337,196
3730423425,197
3622786673,198
1564876465,199
6100499423,200
7161730144,201
1644405837,202
6404308043,203
5155704818,204
5656473209,205
6605933954,206
6219107228,207
3662937927,208
5399199327,209
5178894246,210
1010165742,211
1980181873,212
1044073493,213
7349833346,214
2651942080,215
6047412051,216
7228983196,217
7382863891,218
3980387570,219
5498597849,220
2851577614,221
1862264262,222
6484892150,223
5496874625,224
5885203056,225
2709276153,226
2910858592,227
6021634271,228
5928695843,229
6618600396,230
3098254114,231
5852402933,232
6126701219,233
6190113307,234
1207231450,235
5531924268,236
6388043297,237
6112526877,238
7366564567,239
2010515813,240
5067719808,241
6684455119,242
2035202325,243
5807633794,244
1785684670,245
3320550822,246
5653767193,247
5111715040,248
6978628822,249
1892639771,250
2639739047,251
7369507130,252
6268560650,253
2271023884,254
2175933785,255
1846270492,256
5402369421,257
7137256093,258
2021341983,259
1704237982,260
5644575457,261
5601696285,262
5683518357,263
6493036576,264
3986129949,265
7353639172,266
1725908261,267
3098570911,268
6978101395,269
2818096195,270
5666971876,271
6871703109,272
6124384178,273
3896910959,274
6473087344,275
2159879014,276
6447549471,277
7353614589,278
3410425272,279
1756595897,280
6473264813,281
5523312473,282
6475150560,283
6736701693,284
1747266694,285
3624233303,286
3098165823,287
1842846182,288
6231607597,289
3268548303,290
5633583605,291
1837211001,292
2479138231,293
5244325318,294
3234857844,295
3769469065,296
2695866143,297
5719774298,298
6522783409,299
3853184674,300
1236759425,301
6477890088,302
6535909078,303
2803856170,304
7356305441,305
7294970846,306
5188394097,307
2414895083,308
5119771579,309
6570279188,310
5847721062,311
3054250093,312
5648410066,313
3147360940,314
7313641314,315
6344151195,316
5729026948,317
7374220613,318
3219447720,319
7313870355,320
1986099617,321
5395168813,322
2686677477,323
6238699683,324
5574679018,325
5932336181,326
6415395912,327
5305280651,328
5684446840,329
2372028335,330
5393191363,331
5847996382,332
6514866281,333
6971486413,334
2324974483,335
7054479170,336
6225421172,337
2112824253,338
3175469352,339
6302204605,340
5924114248,341
6124675193,342
2803477635,343
5712886223,344
6925197950,345
6126172380,346
6134988113,347
5226709555,348
3135717587,349
7269203607,350
6329050939,351
6653531168,352
3261099305,353
5802436428,354
5667016080,355
2492704685,356
6896343513,357
6336556966,358
6383774499,359
1747178854,360
2769500313,361
7031855459,362
6575611156,363
1652507102,364
7224233339,365
1375382080,366
6368160493,367
5939969094,368
6620297411,369
2929853373,370
5182670195,371
5684135698,372
6722402464,373
1341291801,374
5154690841,375
2988960527,376
5655339827,377
5282034693,378
6351152555,379
6012120658,380
1880729981,381
3660442672,382
3263039942,383
6395792311,384
1909927527,385
5766105560,386
5987600020,387
1932133290,388
5869422738,389
6030340402,390
3707454151,391
1998688911,392
3314899275,393
7277930433,394
5477985590,395
7303768768,396
6297725667,397
2673941965,398
1765377242,399
5614815415,400
1933895942,401
2155360531,402
6479808632,403
5295338798,404
5549601872,405
6567920341,406
5850865315,407
6687025504,408
3490656341,409
6048214348,410
7312171162,411
1812551197,412
3865670308,413
1894008587,414
7311982082,415
6474271166,416
2676166991,417
1266922873,418
5678278561,419
1690027530,420
6166347000,421
7287529328,422
2677431070,423
6571431138,424
5736331730,425
2219483861,426
6852604538,427
3845736674,428
5834840190,429
1049204432,430
6205181167,431
5245727726,432
2496764645,433
5638345108,434
2720936225,435
5396222937,436
3971598144,437
1927854151,438
2172792324,439
5958189606,440
5328255650,441
5856313678,442
2697889647,443
2793726362,444
7249867881,445
6402925836,446
7365128095,447
1895063645,448
2918119861,449
6026445040,450
2510889495,451
3686305714,452
6782528171,453
6818200845,454
6027168011,455
1668926483,456
3604378011,457
5779112294,458
7347805608,459
6303040692,460
3191845462,461
1154957842,462
1919289001,463
3209502497,464
7046288208,465
2526656275,466
2529406992,467
1883961561,468
6445365846,469
6559329458,470
5329996935,471
1905391435,472
1700720163,473
5536454189,474
5948339456,475
7368962927,476
5236468944,477
3220359572,478
6157390351,479
2093459374,480
6130971148,481
5134043072,482
5963367747,483
1563757017,484
7381830006,485
6226170355,486
6972936671,487
3739054825,488
7055861636,489
5107311669,490
6674045352,491
5770445717,492
1874508347,493
6384371770,494
7302682567,495
3182957143,496
1810014231,497
6247464206,498
1829272491,499
2351942577,500
2417149071,501
6123207252,502
6885440871,503
3859713403,504
5340085718,505
6663113793,506
6075503881,507
6518257259,508
3261294070,509
5563061341,510
6398009315,511
6116348956,512
5992067683,513
7006239664,514
2352784901,515
1401422865,516
7099522718,517
5653319568,518
1720462964,519
3124115351,520
7349808137,521
3625896944,522
3655871090,523
5476083719,524
6495881248,525
6083766453,526
1663072851,527
2509374733,528
1644948230,529
6053962350,530
7017505048,531
7381325381,532
2937681507,533
6995599248,534
2786210793,535
5279993331,536
5482787036,537
5774763021,538
1607238760,539
6542744938,540
6203818852,541
6162957524,542
1867965613,543
1954528744,544
2612803291,545
5542792916,546
2136348433,547
6130530751,548
2104682351,549
6578257775,550
1873624837,551
7335427193,552
5241042249,553
7224592362,554
6738101699,555
2175693431,556
1760330691,557
3608477035,558
6293641393,559
5879264913,560
7012741117,561
3295242022,562
5670044992,563
5404171090,564
3237705130,565
1703371307,566
6665988495,567
5401658371,568
6046132500,569
5894337303,570
7324295604,571
5818583604,572
6446383225,573
6751627174,574
2020781265,575
2590506090,576
2665774271,577
2337835307,578
5846462060,579
5476440019,580
5683355662,581
7212122926,582
3048172375,583
1852553323,584
2522155030,585
5865635211,586
6177557376,587
3275013640,588
7185315817,589
2306430045,590
5718946668,591
3661121272,592
3103946720,593
1921666932,594
6462627119,595
5582662440,596
7297063113,597
5600143288,598
2685484697,599
1818480340,600
6197135412,601
5016420152,602
2835768515,603
6820767980,604
2308678222,605
7327498969,606
5878386501,607
5543418199,608
6202951024,609
1595326925,610
1690063713,611
5867851577,612
2325939372,613
2745353397,614
